sample_id,product_id,product_name,category,sample_end_date,sales_last_7d,sales_last_30d,sales_last_90d,out_freq_last_30d,stock_qty,stock_amount,return_rate,gross_profit_rate,stock_turnover_days,abc_class,is_fresh,is_key_product,target_sales_next_30d
S0185,P0033,鸡蛋6号,生鲜粮油,2026-04-30,19.7,92.6,266.6,30,30,1134.4,0.0964,0.1573,9.1,A,1,1,91.9
S0186,P0033,鸡蛋6号,生鲜粮油,2026-05-31,24.4,112.8,344.1,37,28,1085.08,0.0964,0.1573,9.1,A,1,1,118.9
S0187,P0003,鸡蛋1号,生鲜粮油,2025-12-31,20.8,84.9,260.5,28,54,1924.26,0.08,0.1718,16.7,A,1,1,82.5
S0188,P0003,鸡蛋1号,生鲜粮油,2026-01-31,18.4,78.6,239.3,26,60,1912.54,0.08,0.1718,16.7,A,1,1,82.6
S0189,P0003,鸡蛋1号,生鲜粮油,2026-02-28,17.1,77.2,265.0,25,50,2083.4,0.08,0.1718,16.7,A,1,1,81.2
S0190,P0003,鸡蛋1号,生鲜粮油,2026-03-31,24.2,101.3,282.2,33,52,1924.34,0.08,0.1718,16.7,A,1,1,109.9
S0191,P0003,鸡蛋1号,生鲜粮油,2026-04-30,19.7,98.5,343.2,32,53,2003.56,0.08,0.1718,16.7,A,1,1,100.5
S0192,P0003,鸡蛋1号,生鲜粮油,2026-05-31,27.6,107.3,329.5,35,53,2035.02,0.08,0.1718,16.7,A,1,1,128.0
S0193,P0022,小麦面粉4号,生鲜粮油,2025-12-31,14.2,56.3,174.9,18,187,9948.38,0.0896,0.1707,82.1,B,1,0,54.8
S0194,P0022,小麦面粉4号,生鲜粮油,2026-01-31,9.6,44.7,146.7,14,183,8313.89,0.0896,0.1707,82.1,B,1,0,41.2
S0195,P0022,小麦面粉4号,生鲜粮油,2026-02-28,16.1,56.4,178.5,18,180,8941.16,0.0896,0.1707,82.1,B,1,0,65.3
S0196,P0022,小麦面粉4号,生鲜粮油,2026-03-31,13.0,54.9,186.2,18,185,8262.95,0.0896,0.1707,82.1,B,1,0,46.7
S0197,P0022,小麦面粉4号,生鲜粮油,2026-04-30,16.7,68.3,203.1,22,167,9609.3,0.0896,0.1707,82.1,B,1,0,68.7
S0198,P0022,小麦面粉4号,生鲜粮油,2026-05-31,17.5,73.7,213.0,24,182,9340.94,0.0896,0.1707,82.1,B,1,0,59.6
S0199,P0190,冷鲜鸡腿3号,冷链食品,2025-12-31,12.5,46.6,141.0,15,211,11933.9,0.0408,0.2573,120.7,B,1,0,49.9
S0200,P0190,冷鲜鸡腿3号,冷链食品,2026-01-31,13.2,61.6,165.5,20,241,10694.79,0.0408,0.2573,120.7,B,1,0,52.9
S0201,P0190,冷鲜鸡腿3号,冷链食品,2026-02-28,10.8,44.0,136.0,14,204,10957.95,0.0408,0.2573,120.7,B,1,0,41.8
S0202,P0190,冷鲜鸡腿3号,冷链食品,2026-03-31,13.5,47.9,151.8,15,231,11084.81,0.0408,0.2573,120.7,B,1,0,47.6
S0203,P0190,冷鲜鸡腿3号,冷链食品,2026-04-30,10.0,53.4,167.3,17,184,9878.38,0.0408,0.2573,120.7,B,1,0,43.2
S0204,P0190,冷鲜鸡腿3号,冷链食品,2026-05-31,13.8,58.2,161.6,19,223,11956.13,0.0408,0.2573,120.7,B,1,0,64.1
S0205,P0164,蘑菇2号,农产品,2025-12-31,25.3,100.4,292.1,33,198,4830.82,0.0508,0.1585,45.4,B,1,0,90.0
S0206,P0164,蘑菇2号,农产品,2026-01-31,21.5,99.7,320.8,33,194,4449.93,0.0508,0.1585,45.4,B,1,0,96.7
S0207,P0164,蘑菇2号,农产品,2026-02-28,30.8,123.1,357.0,41,209,4391.41,0.0508,0.1585,45.4,B,1,0,139.2
S0208,P0164,蘑菇2号,农产品,2026-03-31,35.6,138.0,427.8,46,183,4165.36,0.0508,0.1585,45.4,B,1,0,133.6
S0209,P0164,蘑菇2号,农产品,2026-04-30,30.4,118.5,392.3,39,177,4756.75,0.0508,0.1585,45.4,B,1,0,133.6
S0210,P0164,蘑菇2号,农产品,2026-05-31,32.0,126.4,394.2,42,216,4536.92,0.0508,0.1585,45.4,B,1,0,120.8
S0211,P0018,杂粮包3号,生鲜粮油,2025-12-31,13.5,53.2,158.7,17,148,7309.59,0.0816,0.1981,76.2,B,1,0,48.5
S0212,P0018,杂粮包3号,生鲜粮油,2026-01-31,12.7,50.7,146.2,16,167,8000.68,0.0816,0.1981,76.2,B,1,0,51.9
S0213,P0018,杂粮包3号,生鲜粮油,2026-02-28,12.4,55.0,161.3,18,141,8076.08,0.0816,0.1981,76.2,B,1,0,52.9
S0214,P0018,杂粮包3号,生鲜粮油,2026-03-31,15.5,59.6,181.1,19,124,7712.07,0.0816,0.1981,76.2,B,1,0,43.0
S0215,P0018,杂粮包3号,生鲜粮油,2026-04-30,13.4,63.1,186.6,21,172,7724.6,0.0816,0.1981,76.2,B,1,0,60.4
S0216,P0018,杂粮包3号,生鲜粮油,2026-05-31,14.8,64.3,198.0,21,152,7734.0,0.0816,0.1981,76.2,B,1,0,46.6
S0217,P0013,东北大米3号,生鲜粮油,2025-12-31,8.4,38.8,121.1,12,396,17373.3,0.0392,0.2293,214.2,B,1,0,33.1
S0218,P0013,东北大米3号,生鲜粮油,2026-01-31,12.6,54.0,155.0,18,363,21325.53,0.0392,0.2293,214.2,B,1,0,37.1
S0219,P0013,东北大米3号,生鲜粮油,2026-02-28,8.6,39.8,122.0,13,373,20337.92,0.0392,0.2293,214.2,B,1,0,41.8
S0220,P0013,东北大米3号,生鲜粮油,2026-03-31,15.0,64.2,173.5,21,348,21274.91,0.0392,0.2293,214.2,B,1,0,64.3
S0221,P0013,东北大米3号,生鲜粮油,2026-04-30,12.6,53.0,164.5,17,402,21009.29,0.0392,0.2293,214.2,B,1,0,41.8
S0222,P0013,东北大米3号,生鲜粮油,2026-05-31,13.4,56.9,188.6,18,335,18576.17,0.0392,0.2293,214.2,B,1,0,59.2
S0223,P0029,玉米糁5号,生鲜粮油,2025-12-31,23.4,95.3,281.5,31,279,8103.34,0.0889,0.1403,76.9,B,1,0,111.0
S0224,P0029,玉米糁5号,生鲜粮油,2026-01-31,25.0,112.3,341.1,37,278,7549.26,0.0889,0.1403,76.9,B,1,0,113.0
S0225,P0029,玉米糁5号,生鲜粮油,2026-02-28,25.3,103.6,273.1,34,288,7744.57,0.0889,0.1403,76.9,B,1,0,91.2
S0226,P0029,玉米糁5号,生鲜粮油,2026-03-31,22.7,106.3,308.6,35,310,8013.67,0.0889,0.1403,76.9,B,1,0,106.2
S0227,P0029,玉米糁5号,生鲜粮油,2026-04-30,24.0,104.2,322.3,34,260,8224.21,0.0889,0.1403,76.9,B,1,0,97.1
S0228,P0029,玉米糁5号,生鲜粮油,2026-05-31,24.4,105.6,301.2,35,244,8417.07,0.0889,0.1403,76.9,B,1,0,105.7
S0229,P0096,洗洁精5号,日用品,2025-12-31,6.4,30.4,86.3,10,154,10613.77,0.0857,0.299,143.6,B,0,0,32.0
S0230,P0096,洗洁精5号,日用品,2026-01-31,7.1,28.4,83.5,9,153,12783.45,0.0857,0.299,143.6,B,0,0,27.9
S0231,P0096,洗洁精5号,日用品,2026-02-28,6.2,26.9,97.5,8,128,11811.37,0.0857,0.299,143.6,B,0,0,25.4
S0232,P0096,洗洁精5号,日用品,2026-03-31,7.9,32.2,103.4,10,141,12786.12,0.0857,0.299,143.6,B,0,0,27.7
S0233,P0096,洗洁精5号,日用品,2026-04-30,6.6,32.5,94.9,10,157,11616.39,0.0857,0.299,143.6,B,0,0,37.9
S0234,P0096,洗洁精5号,日用品,2026-05-31,8.7,33.3,109.1,11,147,11398.53,0.0857,0.299,143.6,B,0,0,30.8
S0235,P0185,酸奶2号,冷链食品,2025-12-31,10.6,43.7,125.8,14,406,19525.04,0.093,0.2484,231.8,B,1,0,45.1
S0236,P0185,酸奶2号,冷链食品,2026-01-31,10.7,51.4,135.9,17,451,17973.3,0.093,0.2484,231.8,B,1,0,56.4
S0237,P0185,酸奶2号,冷链食品,2026-02-28,15.9,62.1,175.9,20,399,18703.79,0.093,0.2484,231.8,B,1,0,59.9
S0238,P0185,酸奶2号,冷链食品,2026-03-31,14.2,58.9,162.9,19,433,19988.67,0.093,0.2484,231.8,B,1,0,50.6
S0239,P0185,酸奶2号,冷链食品,2026-04-30,14.2,61.1,175.4,20,378,17083.06,0.093,0.2484,231.8,B,1,0,52.4
S0240,P0185,酸奶2号,冷链食品,2026-05-31,13.6,59.3,178.7,19,366,20215.62,0.093,0.2484,231.8,B,1,0,37.6
S0241,P0194,冷冻汤圆3号,冷链食品,2025-12-31,8.9,42.0,123.3,14,322,14706.39,0.0455,0.255,188.1,B,1,0,47.0
S0242,P0194,冷冻汤圆3号,冷链食品,2026-01-31,13.9,59.9,164.7,19,317,14897.07,0.0455,0.255,188.1,B,1,0,53.6
S0243,P0194,冷冻汤圆3号,冷链食品,2026-02-28,12.7,47.6,146.2,15,385,14533.54,0.0455,0.255,188.1,B,1,0,45.1
S0244,P0194,冷冻汤圆3号,冷链食品,2026-03-31,15.6,60.7,178.3,20,303,14853.54,0.0455,0.255,188.1,B,1,0,53.4
S0245,P0194,冷冻汤圆3号,冷链食品,2026-04-30,12.7,59.3,177.6,19,288,12921.8,0.0455,0.255,188.1,B,1,0,48.1
S0246,P0194,冷冻汤圆3号,冷链食品,2026-05-31,14.8,62.2,174.7,20,321,14313.65,0.0455,0.255,188.1,B,1,0,44.2
S0247,P0195,冷冻水饺4号,冷链食品,2025-12-31,12.0,51.9,170.6,17,175,6957.03,0.1346,0.2373,86.9,B,1,0,59.6
S0248,P0195,冷冻水饺4号,冷链食品,2026-01-31,13.5,53.4,157.2,17,180,6175.2,0.1346,0.2373,86.9,B,1,0,46.5
S0249,P0195,冷冻水饺4号,冷链食品,2026-02-28,12.9,57.2,169.7,19,160,6296.85,0.1346,0.2373,86.9,B,1,0,54.7
S0250,P0195,冷冻水饺4号,冷链食品,2026-03-31,12.9,52.9,170.0,17,178,6252.53,0.1346,0.2373,86.9,B,1,0,44.1
S0251,P0195,冷冻水饺4号,冷链食品,2026-04-30,14.9,56.6,176.3,18,166,6930.95,0.1346,0.2373,86.9,B,1,0,56.3
S0252,P0195,冷冻水饺4号,冷链食品,2026-05-31,14.8,53.7,161.5,17,169,6950.9,0.1346,0.2373,86.9,B,1,0,52.3
S0253,P0086,洗衣液4号,日用品,2025-12-31,4.1,20.0,68.0,6,186,17984.01,0.1,0.2892,234.5,B,0,0,19.6
S0254,P0086,洗衣液4号,日用品,2026-01-31,4.2,19.4,65.9,6,194,16483.16,0.1,0.2892,234.5,B,0,0,12.8
S0255,P0086,洗衣液4号,日用品,2026-02-28,6.4,24.6,69.4,8,164,17289.06,0.1,0.2892,234.5,B,0,0,23.2
S0256,P0086,洗衣液4号,日用品,2026-03-31,6.9,27.0,79.4,8,229,15711.89,0.1,0.2892,234.5,B,0,0,22.4
S0257,P0086,洗衣液4号,日用品,2026-04-30,5.6,25.5,85.0,8,193,17511.77,0.1,0.2892,234.5,B,0,0,28.7
S0258,P0086,洗衣液4号,日用品,2026-05-31,7.5,28.5,86.0,9,169,15868.12,0.1,0.2892,234.5,B,0,0,26.6
S0259,P0184,冷鲜鸡腿2号,冷链食品,2025-12-31,4.5,21.7,63.6,7,184,18888.11,0.0952,0.1806,237.9,B,1,0,19.1
S0260,P0184,冷鲜鸡腿2号,冷链食品,2026-01-31,4.2,18.5,57.8,6,205,19142.63,0.0952,0.1806,237.9,B,1,0,19.4
S0261,P0184,冷鲜鸡腿2号,冷链食品,2026-02-28,5.0,22.5,66.8,7,178,18576.03,0.0952,0.1806,237.9,B,1,0,18.7
S0262,P0184,冷鲜鸡腿2号,冷链食品,2026-03-31,5.6,22.3,66.2,7,193,19056.74,0.0952,0.1806,237.9,B,1,0,17.5
S0263,P0184,冷鲜鸡腿2号,冷链食品,2026-04-30,5.5,26.4,79.1,8,193,20503.62,0.0952,0.1806,237.9,B,1,0,21.6
S0264,P0184,冷鲜鸡腿2号,冷链食品,2026-05-31,5.9,22.7,66.7,7,201,18496.94,0.0952,0.1806,237.9,B,1,0,21.4
S0265,P0182,冷冻汤圆1号,冷链食品,2025-12-31,9.2,47.5,158.0,15,274,11463.77,0.0508,0.148,140.4,B,1,0,50.6
S0266,P0182,冷冻汤圆1号,冷链食品,2026-01-31,10.8,46.1,151.1,15,307,12105.91,0.0508,0.148,140.4,B,1,0,40.6
S0267,P0182,冷冻汤圆1号,冷链食品,2026-02-28,16.8,62.6,185.1,20,296,12586.89,0.0508,0.148,140.4,B,1,0,52.7
S0268,P0182,冷冻汤圆1号,冷链食品,2026-03-31,14.9,64.1,210.3,21,310,11923.98,0.0508,0.148,140.4,B,1,0,71.1
S0269,P0182,冷冻汤圆1号,冷链食品,2026-04-30,15.7,64.5,198.0,21,296,11841.48,0.0508,0.148,140.4,B,1,0,60.1
S0270,P0182,冷冻汤圆1号,冷链食品,2026-05-31,20.3,69.0,200.5,22,305,11248.33,0.0508,0.148,140.4,B,1,0,52.7
S0271,P0179,酸奶1号,冷链食品,2025-12-31,21.5,85.3,255.1,28,465,11034.29,0.0267,0.2507,141.2,B,1,0,92.9
S0272,P0179,酸奶1号,冷链食品,2026-01-31,18.9,77.1,211.1,25,413,9817.45,0.0267,0.2507,141.2,B,1,0,83.2
S0273,P0179,酸奶1号,冷链食品,2026-02-28,22.6,93.0,279.2,30,393,10936.2,0.0267,0.2507,141.2,B,1,0,100.3
S0274,P0179,酸奶1号,冷链食品,2026-03-31,20.2,96.2,292.2,32,369,10734.45,0.0267,0.2507,141.2,B,1,0,97.7
S0275,P0179,酸奶1号,冷链食品,2026-04-30,21.4,90.7,271.3,30,451,9902.15,0.0267,0.2507,141.2,B,1,0,98.8
S0276,P0179,酸奶1号,冷链食品,2026-05-31,27.7,111.6,311.0,37,449,9360.91,0.0267,0.2507,141.2,B,1,0,102.4
S0277,P0084,洗洁精3号,日用品,2025-12-31,5.1,20.0,67.2,6,348,23466.31,0.037,0.2388,338.1,B,0,0,19.5
S0278,P0084,洗洁精3号,日用品,2026-01-31,6.6,25.4,68.8,8,298,25127.76,0.037,0.2388,338.1,B,0,0,22.5
S0279,P0084,洗洁精3号,日用品,2026-02-28,5.7,24.1,75.4,8,296,25803.15,0.037,0.2388,338.1,B,0,0,18.9
S0280,P0084,洗洁精3号,日用品,2026-03-31,5.9,23.1,76.6,7,275,24701.75,0.037,0.2388,338.1,B,0,0,23.1
S0281,P0084,洗洁精3号,日用品,2026-04-30,5.2,22.7,72.4,7,278,26089.86,0.037,0.2388,338.1,B,0,0,24.8
S0282,P0084,洗洁精3号,日用品,2026-05-31,6.6,28.0,82.9,9,280,22754.19,0.037,0.2388,338.1,B,0,0,29.6
S0283,P0036,果汁1号,零食饮料,2025-12-31,9.9,46.0,142.6,15,156,5514.08,0.0377,0.3337,76.4,B,0,0,46.3
S0284,P0036,果汁1号,零食饮料,2026-01-31,10.8,49.6,147.1,16,164,4153.04,0.0377,0.3337,76.4,B,0,0,45.0
S0285,P0036,果汁1号,零食饮料,2026-02-28,15.8,68.7,184.9,22,176,4778.95,0.0377,0.3337,76.4,B,0,0,67.9
S0286,P0036,果汁1号,零食饮料,2026-03-31,13.2,52.7,183.1,17,149,4863.09,0.0377,0.3337,76.4,B,0,0,49.9
S0287,P0036,果汁1号,零食饮料,2026-04-30,15.6,62.3,193.1,20,176,4421.68,0.0377,0.3337,76.4,B,0,0,50.7
S0288,P0036,果汁1号,零食饮料,2026-05-31,19.5,75.0,201.8,25,150,4673.16,0.0377,0.3337,76.4,B,0,0,72.8
S0289,P0032,花生油6号,生鲜粮油,2025-12-31,11.4,48.3,144.5,16,272,9622.89,0.0667,0.1888,144.9,B,1,0,46.2
S0290,P0032,花生油6号,生鲜粮油,2026-01-31,10.9,51.6,146.8,17,258,10604.69,0.0667,0.1888,144.9,B,1,0,48.5
S0291,P0032,花生油6号,生鲜粮油,2026-02-28,14.2,57.1,157.5,19,291,10044.68,0.0667,0.1888,144.9,B,1,0,46.6
S0292,P0032,花生油6号,生鲜粮油,2026-03-31,12.7,55.7,164.1,18,259,10143.1,0.0667,0.1888,144.9,B,1,0,59.0
S0293,P0032,花生油6号,生鲜粮油,2026-04-30,14.3,55.4,171.9,18,314,11967.59,0.0667,0.1888,144.9,B,1,0,57.0
S0294,P0032,花生油6号,生鲜粮油,2026-05-31,12.6,58.6,175.2,19,263,9866.13,0.0667,0.1888,144.9,B,1,0,51.3
S0295,P0008,花生油2号,生鲜粮油,2025-12-31,12.9,59.9,181.2,19,276,9621.74,0.0411,0.172,113.2,B,1,0,63.0
S0296,P0008,花生油2号,生鲜粮油,2026-01-31,14.5,68.1,203.3,22,324,8380.42,0.0411,0.172,113.2,B,1,0,78.1
S0297,P0008,花生油2号,生鲜粮油,2026-02-28,14.6,67.5,199.8,22,317,8280.89,0.0411,0.172,113.2,B,1,0,75.6
S0298,P0008,花生油2号,生鲜粮油,2026-03-31,15.0,59.8,190.8,19,324,7447.25,0.0411,0.172,113.2,B,1,0,65.4
S0299,P0008,花生油2号,生鲜粮油,2026-04-30,18.7,90.6,256.1,30,304,8085.15,0.0411,0.172,113.2,B,1,0,86.9
S0300,P0008,花生油2号,生鲜粮油,2026-05-31,17.0,73.2,224.1,24,284,8014.88,0.0411,0.172,113.2,B,1,0,69.1
S0301,P0162,西红柿2号,农产品,2025-12-31,14.1,60.7,177.3,20,39,1094.16,0.069,0.1437,16.5,B,1,0,55.5
S0302,P0162,西红柿2号,农产品,2026-01-31,15.7,65.6,196.8,21,32,1090.23,0.069,0.1437,16.5,B,1,0,69.9
S0303,P0162,西红柿2号,农产品,2026-02-28,16.5,68.5,205.7,22,41,1305.89,0.069,0.1437,16.5,B,1,0,62.3
S0304,P0162,西红柿2号,农产品,2026-03-31,14.4,72.6,221.2,24,42,1284.52,0.069,0.1437,16.5,B,1,0,75.8
S0305,P0162,西红柿2号,农产品,2026-04-30,18.4,72.4,208.9,24,36,1219.89,0.069,0.1437,16.5,B,1,0,82.0
S0306,P0162,西红柿2号,农产品,2026-05-31,18.2,83.8,250.6,27,40,1243.22,0.069,0.1437,16.5,B,1,0,84.3
S0307,P0009,鸡蛋2号,生鲜粮油,2025-12-31,34.6,129.9,395.9,43,342,4939.5,0.0775,0.1869,69.3,B,1,0,111.9
S0308,P0009,鸡蛋2号,生鲜粮油,2026-01-31,28.7,134.7,443.9,44,359,4605.04,0.0775,0.1869,69.3,B,1,0,99.1
S0309,P0009,鸡蛋2号,生鲜粮油,2026-02-28,33.4,147.9,426.8,49,350,5135.31,0.0775,0.1869,69.3,B,1,0,145.8
S0310,P0009,鸡蛋2号,生鲜粮油,2026-03-31,36.3,154.5,483.7,51,370,4522.5,0.0775,0.1869,69.3,B,1,0,166.1
S0311,P0009,鸡蛋2号,生鲜粮油,2026-04-30,42.7,161.2,517.4,53,367,4982.82,0.0775,0.1869,69.3,B,1,0,173.0
S0312,P0009,鸡蛋2号,生鲜粮油,2026-05-31,40.8,176.4,508.6,58,384,4769.86,0.0775,0.1869,69.3,B,1,0,174.0
S0313,P0065,饼干6号,零食饮料,2025-12-31,8.2,37.8,122.3,12,372,15955.45,0.025,0.1905,205.7,B,0,0,28.7
S0314,P0065,饼干6号,零食饮料,2026-01-31,11.6,45.9,152.7,15,339,14480.89,0.025,0.1905,205.7,B,0,0,51.3
S0315,P0065,饼干6号,零食饮料,2026-02-28,9.0,41.4,122.2,13,308,14862.09,0.025,0.1905,205.7,B,0,0,40.6
S0316,P0065,饼干6号,零食饮料,2026-03-31,11.5,52.9,166.6,17,344,13891.02,0.025,0.1905,205.7,B,0,0,38.3
S0317,P0065,饼干6号,零食饮料,2026-04-30,11.2,48.7,142.3,16,336,15318.46,0.025,0.1905,205.7,B,0,0,41.0
S0318,P0065,饼干6号,零食饮料,2026-05-31,14.8,59.3,179.2,19,352,14520.51,0.025,0.1905,205.7,B,0,0,49.3
S0319,P0028,小麦面粉5号,生鲜粮油,2025-12-31,35.1,157.2,459.7,52,249,2121.53,0.0688,0.178,37.6,B,1,0,159.8
S0320,P0028,小麦面粉5号,生鲜粮油,2026-01-31,34.4,151.9,557.6,50,232,2345.41,0.0688,0.178,37.6,B,1,0,162.9
S0321,P0028,小麦面粉5号,生鲜粮油,2026-02-28,35.2,174.5,493.2,58,237,2387.66,0.0688,0.178,37.6,B,1,0,189.2
S0322,P0028,小麦面粉5号,生鲜粮油,2026-03-31,43.5,170.7,545.3,56,206,2509.37,0.0688,0.178,37.6,B,1,0,177.6
S0323,P0028,小麦面粉5号,生鲜粮油,2026-04-30,42.9,201.8,561.8,67,238,2392.36,0.0688,0.178,37.6,B,1,0,229.3
S0324,P0028,小麦面粉5号,生鲜粮油,2026-05-31,40.7,190.5,600.5,63,215,2235.21,0.0688,0.178,37.6,B,1,0,184.9
S0325,P0056,坚果4号,零食饮料,2025-12-31,10.0,44.8,150.6,14,303,9479.0,0.0,0.3536,157.7,B,0,0,38.5
S0326,P0056,坚果4号,零食饮料,2026-01-31,11.5,56.2,166.3,18,331,7942.73,0.0,0.3536,157.7,B,0,0,49.9
S0327,P0056,坚果4号,零食饮料,2026-02-28,13.6,58.3,188.5,19,330,8137.73,0.0,0.3536,157.7,B,0,0,52.2
S0328,P0056,坚果4号,零食饮料,2026-03-31,13.4,59.8,182.0,19,332,8417.96,0.0,0.3536,157.7,B,0,0,60.6
S0329,P0056,坚果4号,零食饮料,2026-04-30,15.5,66.2,189.5,22,328,9324.45,0.0,0.3536,157.7,B,0,0,61.3
S0330,P0056,坚果4号,零食饮料,2026-05-31,13.0,64.3,184.3,21,367,8711.09,0.0,0.3536,157.7,B,0,0,63.2
S0331,P0193,冰鲜牛肉3号,冷链食品,2025-12-31,19.7,82.6,256.5,27,404,8629.81,0.0595,0.1729,128.3,B,1,0,77.0
S0332,P0193,冰鲜牛肉3号,冷链食品,2026-01-31,19.4,87.1,273.9,29,445,9069.92,0.0595,0.1729,128.3,B,1,0,70.6
S0333,P0193,冰鲜牛肉3号,冷链食品,2026-02-28,24.7,102.8,291.6,34,442,8734.32,0.0595,0.1729,128.3,B,1,0,103.2
S0334,P0193,冰鲜牛肉3号,冷链食品,2026-03-31,25.1,109.6,290.1,36,446,8915.28,0.0595,0.1729,128.3,B,1,0,97.2
S0335,P0193,冰鲜牛肉3号,冷链食品,2026-04-30,23.9,101.0,283.7,33,473,9112.26,0.0595,0.1729,128.3,B,1,0,84.6
S0336,P0193,冰鲜牛肉3号,冷链食品,2026-05-31,28.0,111.5,302.3,37,486,8866.5,0.0595,0.1729,128.3,B,1,0,106.9
S0337,P0053,饼干4号,零食饮料,2025-12-31,9.8,39.5,123.3,13,410,13861.2,0.0312,0.2735,249.3,B,0,0,40.0
S0338,P0053,饼干4号,零食饮料,2026-01-31,9.4,44.2,133.1,14,428,12279.31,0.0312,0.2735,249.3,B,0,0,35.3
S0339,P0053,饼干4号,零食饮料,2026-02-28,12.1,46.0,142.2,15,431,14204.37,0.0312,0.2735,249.3,B,0,0,41.7
S0340,P0053,饼干4号,零食饮料,2026-03-31,11.9,52.0,149.3,17,377,14808.1,0.0312,0.2735,249.3,B,0,0,55.6
S0341,P0053,饼干4号,零食饮料,2026-04-30,16.0,58.1,167.7,19,364,13682.79,0.0312,0.2735,249.3,B,0,0,50.9
S0342,P0053,饼干4号,零食饮料,2026-05-31,14.3,59.4,173.0,19,435,13481.67,0.0312,0.2735,249.3,B,0,0,49.7
S0343,P0004,小麦面粉1号,生鲜粮油,2025-12-31,14.1,57.7,147.8,19,396,13503.48,0.0526,0.1519,229.4,B,1,0,59.1
S0344,P0004,小麦面粉1号,生鲜粮油,2026-01-31,9.0,42.7,137.2,14,422,15493.95,0.0526,0.1519,229.4,B,1,0,49.1
S0345,P0004,小麦面粉1号,生鲜粮油,2026-02-28,12.6,49.3,149.3,16,430,14970.69,0.0526,0.1519,229.4,B,1,0,47.1
S0346,P0004,小麦面粉1号,生鲜粮油,2026-03-31,9.6,48.1,157.6,16,414,13979.84,0.0526,0.1519,229.4,B,1,0,44.8
S0347,P0004,小麦面粉1号,生鲜粮油,2026-04-30,11.2,57.0,170.4,18,426,15500.65,0.0526,0.1519,229.4,B,1,0,49.0
S0348,P0004,小麦面粉1号,生鲜粮油,2026-05-31,14.1,54.9,163.2,18,409,14723.48,0.0526,0.1519,229.4,B,1,0,57.4
S0349,P0158,蘑菇1号,农产品,2025-12-31,9.3,38.3,111.8,12,85,3305.74,0.0732,0.2141,54.3,B,1,0,39.4
S0350,P0158,蘑菇1号,农产品,2026-01-31,11.2,44.1,126.4,14,72,3442.76,0.0732,0.2141,54.3,B,1,0,38.5
S0351,P0158,蘑菇1号,农产品,2026-02-28,9.1,40.7,136.0,13,83,3054.14,0.0732,0.2141,54.3,B,1,0,42.5
S0352,P0158,蘑菇1号,农产品,2026-03-31,10.9,49.0,156.8,16,87,3244.79,0.0732,0.2141,54.3,B,1,0,48.2
S0353,P0158,蘑菇1号,农产品,2026-04-30,13.3,53.8,159.6,17,85,3171.28,0.0732,0.2141,54.3,B,1,0,50.1
S0354,P0158,蘑菇1号,农产品,2026-05-31,13.8,55.5,159.2,18,79,3163.74,0.0732,0.2141,54.3,B,1,0,53.6
S0355,P0178,冷鲜鸡腿1号,冷链食品,2025-12-31,10.5,37.6,111.6,12,375,14404.05,0.1053,0.2823,243.8,B,1,0,34.0
S0356,P0178,冷鲜鸡腿1号,冷链食品,2026-01-31,10.5,45.7,120.2,15,339,13250.77,0.1053,0.2823,243.8,B,1,0,45.5
S0357,P0178,冷鲜鸡腿1号,冷链食品,2026-02-28,11.0,45.2,129.2,15,360,13266.49,0.1053,0.2823,243.8,B,1,0,49.7
S0358,P0178,冷鲜鸡腿1号,冷链食品,2026-03-31,12.5,55.6,163.0,18,335,14296.93,0.1053,0.2823,243.8,B,1,0,49.1
S0359,P0178,冷鲜鸡腿1号,冷链食品,2026-04-30,10.9,46.1,137.2,15,338,12662.72,0.1053,0.2823,243.8,B,1,0,48.0
S0360,P0178,冷鲜鸡腿1号,冷链食品,2026-05-31,12.8,52.3,151.4,17,382,12932.12,0.1053,0.2823,243.8,B,1,0,45.5
S0361,P0168,西红柿3号,农产品,2025-12-31,18.1,68.7,218.4,22,44,874.42,0.0375,0.2304,13.8,B,1,0,70.7
S0362,P0168,西红柿3号,农产品,2026-01-31,19.9,89.0,297.6,29,39,760.94,0.0375,0.2304,13.8,B,1,0,79.4
S0363,P0168,西红柿3号,农产品,2026-02-28,19.0,77.8,251.8,25,43,838.32,0.0375,0.2304,13.8,B,1,0,75.1
S0364,P0168,西红柿3号,农产品,2026-03-31,26.0,93.3,286.2,31,35,764.61,0.0375,0.2304,13.8,B,1,0,91.9
S0365,P0168,西红柿3号,农产品,2026-04-30,19.5,82.7,247.9,27,48,840.34,0.0375,0.2304,13.8,B,1,0,75.2
S0366,P0168,西红柿3号,农产品,2026-05-31,22.1,100.9,320.6,33,42,722.93,0.0375,0.2304,13.8,B,1,0,97.3
S0367,P0068,洗衣液1号,日用品,2025-12-31,4.2,18.1,54.3,6,352,28548.68,0.0476,0.2433,501.8,B,0,0,15.8
S0368,P0068,洗衣液1号,日用品,2026-01-31,5.3,20.4,59.2,6,354,29612.59,0.0476,0.2433,501.8,B,0,0,19.0
S0369,P0068,洗衣液1号,日用品,2026-02-28,5.4,21.2,65.4,7,406,31933.67,0.0476,0.2433,501.8,B,0,0,22.7
S0370,P0068,洗衣液1号,日用品,2026-03-31,4.9,20.5,61.4,6,348,26282.94,0.0476,0.2433,501.8,B,0,0,19.5
S0371,P0068,洗衣液1号,日用品,2026-04-30,5.3,22.3,70.1,7,335,29260.52,0.0476,0.2433,501.8,B,0,0,19.5
