order_id,order_date,customer_id,product_id,quantity,order_amount,outlet_id,order_status,is_urgent,clean_status
ORD002128,2026-04-30,C01346,P0163,3,85.83,O019,已签收,0,通过基础清洗
ORD004661,2026-03-24,C00890,P0034,3,23.46,O009,已签收,1,通过基础清洗
ORD001488,2026-04-06,C01695,P0103,1,67.63,O049,已签收,0,通过基础清洗
ORD004369,2026-04-11,C00963,P0029,3,101.13,O058,已签收,0,通过基础清洗
ORD004872,2026-05-24,C00736,P0198,2,264.64,O010,已签收,0,通过基础清洗
ORD005096,2026-04-09,C00903,P0065,6,303.06,O041,已签收,0,通过基础清洗
ORD006826,2026-04-14,C01488,P0010,2,151.88,O050,已签收,0,通过基础清洗
ORD000966,2026-06-06,C00890,P0013,3,195.69,O007,已签收,0,通过基础清洗
ORD007874,2026-04-13,C01521,P0183,1,95.62,O029,已签收,0,通过基础清洗
ORD007136,2026-05-18,C00743,P0197,4,246.64,O010,已签收,0,通过基础清洗
ORD006038,2026-06-13,C00061,P0022,3,176.82,O041,已签收,0,通过基础清洗
ORD006072,2026-04-16,C01090,P0007,3,29.04,O034,已签收,0,通过基础清洗
ORD001666,2026-03-27,C01024,P0070,3,141.78,O019,已签收,0,通过基础清洗
ORD004520,2026-04-11,C00972,P0097,3,28.86,O021,已签收,0,通过基础清洗
ORD001794,2026-05-11,C01631,P0176,2,48.66,O033,已签收,1,通过基础清洗
ORD005039,2026-03-18,C00602,P0070,1,47.26,O060,已签收,0,通过基础清洗
ORD005474,2026-06-06,C00236,P0010,5,379.7,O040,已签收,0,通过基础清洗
ORD004032,2026-05-31,C00881,P0056,3,120.48,O024,已签收,0,通过基础清洗
ORD004317,2026-03-29,C00579,P0017,6,466.14,O059,已签收,0,通过基础清洗
ORD007731,2026-03-26,C01077,P0200,1,71.02,O009,已签收,0,通过基础清洗
ORD006373,2026-03-20,C00009,P0172,2,8.6,O003,已签收,0,通过基础清洗
ORD005650,2026-03-19,C00356,P0179,8,240.88,O011,已签收,0,通过基础清洗
ORD002182,2026-05-10,C00605,P0076,3,62.4,O033,已签收,0,通过基础清洗
ORD005787,2026-03-20,C01426,P0196,3,389.58,O021,已签收,0,通过基础清洗
ORD007899,2026-05-23,C01552,P0193,5,122.9,O052,已签收,0,通过基础清洗
ORD004797,2026-05-01,C00243,P0029,4,134.84,O033,已签收,0,通过基础清洗
ORD004450,2026-03-21,C00515,P0193,5,122.9,O009,已签收,0,通过基础清洗
ORD005822,2026-06-09,C00150,P0009,4,67.64,O019,已签收,0,通过基础清洗
ORD005401,2026-05-13,C00657,P0180,4,50.0,O034,已签收,0,通过基础清洗
ORD002523,2026-06-14,C01379,P0032,1,46.88,O033,已签收,0,通过基础清洗
ORD005254,2026-04-16,C01372,P0006,1,81.02,O020,已签收,0,通过基础清洗
ORD005138,2026-05-19,C01139,P0097,2,19.24,O028,已签收,1,通过基础清洗
ORD004025,2026-04-13,C00876,P0082,2,164.38,O013,已签收,0,通过基础清洗
ORD001173,2026-05-05,C00914,P0010,3,227.82,O017,已签收,0,通过基础清洗
ORD006419,2026-04-08,C00905,P0141,1,21.17,O016,已签收,1,通过基础清洗
ORD003459,2026-04-15,C01409,P0182,3,139.26,O034,已签收,0,通过基础清洗
ORD006671,2026-05-22,C00721,P0190,3,213.57,O056,已签收,0,通过基础清洗
ORD002938,2026-05-07,C01222,P0078,6,95.58,O007,已签收,0,通过基础清洗
ORD000436,2026-04-15,C01530,P0060,6,57.48,O012,已签收,0,通过基础清洗
ORD003514,2026-04-26,C01004,P0091,1,101.24,O011,已签收,0,通过基础清洗
ORD001490,2026-05-24,C00955,P0161,3,31.77,O019,已签收,1,通过基础清洗
ORD003471,2026-06-15,C01287,P0168,1,25.17,O037,已签收,0,通过基础清洗
ORD004929,2026-04-26,C01321,P0199,3,369.03,O034,已签收,0,通过基础清洗
ORD005663,2026-04-11,C01333,P0160,8,294.48,O005,已签收,0,通过基础清洗
ORD001558,2026-06-03,C01334,P0180,1,12.5,O058,已签收,0,通过基础清洗
ORD000995,2026-04-18,C01793,P0021,8,150.32,O015,已签收,0,通过基础清洗
ORD000859,2026-05-16,C01766,P0038,4,196.28,O016,已签收,0,通过基础清洗
ORD002759,2026-04-06,C01479,P0026,2,109.3,O003,已签收,0,通过基础清洗
ORD001534,2026-03-21,C00496,P0084,3,337.95,O030,已签收,0,通过基础清洗
ORD004018,2026-03-23,C00366,P0003,3,131.49,O026,已签收,0,通过基础清洗
ORD003348,2026-05-27,C00586,P0187,3,336.9,O001,已签收,0,通过基础清洗
ORD003232,2026-06-01,C00001,P0191,3,231.42,O020,已签收,0,通过基础清洗
ORD005104,2026-06-04,C00145,P0200,2,142.04,O048,已签收,0,通过基础清洗
ORD006762,2026-04-25,C00965,P0026,4,218.6,O007,已签收,0,通过基础清洗
ORD005495,2026-06-06,C00653,P0031,2,15.84,O007,已签收,0,通过基础清洗
ORD007504,2026-05-21,C01658,P0069,2,71.28,O032,已签收,0,通过基础清洗
ORD003438,2026-05-07,C01259,P0200,2,142.04,O020,已签收,0,通过基础清洗
ORD000487,2026-03-20,C00937,P0195,4,208.84,O041,已签收,0,通过基础清洗
ORD003096,2026-05-15,C01799,P0015,4,281.04,O023,已签收,0,通过基础清洗
ORD000200,2026-06-05,C00391,P0027,1,66.43,O011,已签收,0,通过基础清洗
ORD006276,2026-04-29,C01687,P0030,3,251.13,O036,已签收,1,通过基础清洗
ORD002058,2026-04-30,C00146,P0164,1,29.22,O018,已签收,0,通过基础清洗
ORD005636,2026-05-09,C00469,P0170,5,22.95,O054,已签收,0,通过基础清洗
ORD007817,2026-05-22,C00352,P0159,2,31.7,O045,已签收,0,通过基础清洗
ORD002459,2026-04-07,C01508,P0092,4,61.6,O011,已签收,0,通过基础清洗
ORD000983,2026-04-18,C00675,P0169,6,297.24,O013,已签收,0,通过基础清洗
ORD007665,2026-05-23,C00326,P0016,3,25.77,O016,已签收,1,通过基础清洗
ORD003435,2026-06-07,C00762,P0034,3,23.46,O007,已签收,0,通过基础清洗
ORD007561,2026-04-09,C01693,P0074,4,113.12,O010,已签收,0,通过基础清洗
ORD002593,2026-04-21,C00118,P0085,1,68.59,O016,已签收,0,通过基础清洗
ORD005472,2026-05-22,C00327,P0006,1,81.02,O007,已签收,0,通过基础清洗
ORD005163,2026-05-26,C00471,P0189,3,103.44,O051,已签收,0,通过基础清洗
ORD004356,2026-04-21,C00120,P0155,4,167.24,O033,已签收,0,通过基础清洗
ORD005082,2026-05-16,C00950,P0020,2,133.36,O015,已签收,0,通过基础清洗
ORD006536,2026-05-26,C00078,P0003,3,131.49,O051,已签收,1,通过基础清洗
ORD006429,2026-03-27,C00518,P0155,2,83.62,O047,已签收,0,通过基础清洗
ORD002227,2026-05-31,C00816,P0169,2,99.08,O025,已签收,0,通过基础清洗
ORD004081,2026-03-26,C01377,P0008,10,333.7,O051,已签收,0,通过基础清洗
ORD004978,2026-05-05,C01225,P0154,1,24.82,O030,已签收,0,通过基础清洗
ORD001502,2026-05-24,C00927,P0193,3,73.74,O049,已签收,0,通过基础清洗
ORD000712,2026-04-10,C00166,P0055,6,225.24,O045,已签收,0,通过基础清洗
ORD000355,2026-05-25,C00536,P0027,6,398.58,O009,已签收,0,通过基础清洗
ORD002797,2026-03-18,C00672,P0163,10,286.1,O049,已签收,0,通过基础清洗
ORD004060,2026-04-20,C00135,P0005,1,75.52,O041,已签收,1,通过基础清洗
ORD000049,2026-04-17,C00494,P0011,2,147.2,O002,已签收,0,通过基础清洗
ORD003033,2026-04-25,C00818,P0016,5,42.95,O040,已签收,1,通过基础清洗
ORD000643,2026-05-30,C00743,P0194,2,119.04,O037,已签收,0,通过基础清洗
ORD004127,2026-06-01,C00773,P0168,5,125.85,O058,已签收,0,通过基础清洗
ORD006799,2026-04-29,C01684,P0059,3,33.6,O029,已签收,0,通过基础清洗
ORD000177,2026-04-26,C01176,P0160,3,110.43,O053,已签收,1,通过基础清洗
ORD001872,2026-04-03,C01066,P0179,5,150.55,O017,已签收,0,通过基础清洗
ORD002317,2026-04-12,C00099,P0121,1,304.96,O019,已签收,0,通过基础清洗
ORD000787,2026-05-30,C00925,P0008,5,166.85,O003,已签收,0,通过基础清洗
ORD004794,2026-04-02,C00545,P0031,6,47.52,O012,已签收,0,通过基础清洗
ORD003255,2026-06-15,C01293,P0182,6,278.52,O006,已签收,1,通过基础清洗
ORD007489,2026-05-14,C00455,P0164,2,58.44,O017,已签收,1,通过基础清洗
ORD001804,2026-05-27,C01732,P0063,4,53.4,O012,已签收,0,通过基础清洗
ORD004197,2026-04-02,C01702,P0169,2,99.08,O056,已签收,0,通过基础清洗
ORD004217,2026-03-26,C00941,P0041,8,430.24,O002,已签收,0,通过基础清洗
ORD000933,2026-04-11,C01607,P0077,3,285.0,O010,已签收,0,通过基础清洗
ORD000092,2026-03-26,C01242,P0016,3,25.77,O048,已签收,0,通过基础清洗
ORD001303,2026-03-25,C01205,P0056,4,160.64,O017,已签收,0,通过基础清洗
ORD002064,2026-04-12,C00263,P0044,2,23.48,O006,已签收,0,通过基础清洗
ORD001401,2026-03-31,C01300,P0019,3,120.42,O055,已签收,0,通过基础清洗
ORD005863,2026-06-05,C01051,P0142,1,188.89,O016,已签收,0,通过基础清洗
ORD007682,2026-04-13,C01307,P0033,1,45.77,O024,已签收,0,通过基础清洗
ORD005839,2026-04-28,C01767,P0028,3,39.27,O030,已签收,1,通过基础清洗
ORD000531,2026-05-17,C01388,P0025,3,42.3,O013,已签收,0,通过基础清洗
ORD003572,2026-04-04,C01072,P0196,4,519.44,O027,已签收,0,通过基础清洗
ORD006553,2026-03-21,C00881,P0197,5,308.3,O046,已签收,1,通过基础清洗
ORD004954,2026-03-28,C01270,P0057,8,131.92,O007,已签收,0,通过基础清洗
ORD001941,2026-04-10,C00891,P0159,3,47.55,O037,已签收,0,通过基础清洗
ORD003200,2026-05-15,C00171,P0152,1,169.37,O003,已签收,0,通过基础清洗
ORD005412,2026-03-26,C00975,P0158,1,377.36,O003,已签收,0,填补缺失数量
ORD003993,2026-06-12,C01309,P0131,3,288.12,O060,已签收,0,通过基础清洗
ORD000107,2026-05-05,C01228,P0034,8,62.56,O059,已签收,0,通过基础清洗
ORD005687,2026-04-28,C00555,P0015,1,70.26,O037,已签收,0,通过基础清洗
ORD003593,2026-04-07,C00484,P0076,2,41.6,O060,已签收,0,通过基础清洗
ORD002919,2026-05-29,C00681,P0041,2,107.56,O039,已签收,0,通过基础清洗
ORD005754,2026-05-22,C01645,P0174,1,42.62,O058,已签收,0,通过基础清洗
ORD003405,2026-04-18,C01268,P0199,3,369.03,O010,已签收,0,通过基础清洗
ORD000132,2026-06-07,C01055,P0003,8,350.64,O039,已签收,0,通过基础清洗
ORD006142,2026-05-17,C00375,P0170,1,4.59,O024,已签收,0,通过基础清洗
ORD001727,2026-03-21,C00989,P0003,5,219.15,O039,已签收,0,通过基础清洗
ORD007300,2026-04-30,C01417,P0069,2,71.28,O040,已签收,0,通过基础清洗
ORD003133,2026-06-03,C01705,P0089,4,230.92,O008,已签收,0,通过基础清洗
ORD006271,2026-05-18,C00319,P0172,1,4.3,O052,已签收,0,通过基础清洗
ORD004490,2026-04-07,C01290,P0017,2,155.38,O007,已签收,0,通过基础清洗
ORD003127,2026-06-07,C01473,P0173,1,53.47,O009,已签收,0,通过基础清洗
ORD006188,2026-04-04,C01000,P0012,2,45.58,O012,已签收,1,通过基础清洗
ORD005186,2026-04-12,C01027,P0068,2,207.24,O033,已签收,0,通过基础清洗
ORD007222,2026-04-18,C01047,P0020,1,66.68,O035,已签收,0,通过基础清洗
ORD002419,2026-05-31,C01476,P0024,5,357.1,O012,已签收,1,通过基础清洗
ORD001618,2026-05-07,C00019,P0198,1,132.32,O015,已签收,0,通过基础清洗
ORD001413,2026-05-16,C00249,P0058,8,295.04,O005,已签收,1,通过基础清洗
ORD005461,2026-04-15,C00069,P0176,3,72.99,O035,已签收,1,通过基础清洗
ORD007464,2026-04-15,C00342,P0010,2,151.88,O029,已签收,0,通过基础清洗
ORD007847,2026-05-13,C01075,P0153,2,104.26,O006,已签收,1,通过基础清洗
ORD005232,2026-04-22,C00282,P0193,1,24.58,O022,已签收,0,通过基础清洗
ORD002723,2026-04-20,C01274,P0039,8,258.88,O003,已签收,0,通过基础清洗
ORD000695,2026-04-29,C01644,P0159,2,31.7,O036,已签收,0,通过基础清洗
ORD005963,2026-05-28,C00511,P0164,4,116.88,O053,已签收,0,通过基础清洗
ORD002489,2026-04-03,C01041,P0155,3,125.43,O031,已签收,0,通过基础清洗
ORD005509,2026-04-17,C00328,P0028,5,65.45,O015,已签收,0,通过基础清洗
ORD001104,2026-06-12,C01617,P0167,6,147.84,O015,已签收,0,通过基础清洗
ORD000168,2026-06-12,C00408,P0016,6,51.54,O019,已签收,0,通过基础清洗
ORD000094,2026-03-18,C00120,P0030,4,334.84,O048,已签收,0,通过基础清洗
ORD000368,2026-06-06,C01499,P0169,6,297.24,O034,已签收,0,通过基础清洗
ORD003353,2026-04-19,C00323,P0119,3,711.54,O003,已签收,0,通过基础清洗
ORD006688,2026-04-02,C00350,P0035,3,103.74,O031,已签收,0,通过基础清洗
ORD006466,2026-04-11,C00694,P0175,1,24.38,O015,已签收,0,通过基础清洗
ORD007355,2026-03-21,C00281,P0025,8,112.8,O039,已签收,0,通过基础清洗
ORD000836,2026-04-19,C00069,P0024,1,71.42,O006,已签收,0,通过基础清洗
ORD005543,2026-03-30,C01456,P0095,2,194.34,O018,已签收,0,通过基础清洗
ORD006166,2026-05-11,C01279,P0162,3,111.09,O006,已签收,0,通过基础清洗
ORD006855,2026-04-16,C00264,P0156,2,27.9,O046,已签收,0,通过基础清洗
ORD003334,2026-03-19,C01155,P0091,4,404.96,O005,已签收,0,通过基础清洗
ORD005922,2026-05-15,C01403,P0050,8,326.24,O015,已签收,0,通过基础清洗
ORD006456,2026-03-27,C01483,P0022,8,471.52,O049,已签收,0,通过基础清洗
ORD004754,2026-05-11,C01073,P0091,2,202.48,O029,已签收,0,通过基础清洗
ORD006850,2026-05-15,C00680,P0035,8,276.64,O002,已签收,0,通过基础清洗
ORD007050,2026-04-04,C01643,P0165,4,236.88,O005,已签收,0,通过基础清洗
ORD005248,2026-03-26,C00203,P0089,1,57.73,O003,已签收,0,通过基础清洗
ORD007424,2026-05-26,C01142,P0139,2,254.62,O050,已签收,0,通过基础清洗
ORD001881,2026-05-24,C00166,P0050,2,81.56,O025,已签收,0,通过基础清洗
ORD005196,2026-05-07,C00900,P0006,4,324.08,O020,已签收,0,通过基础清洗
ORD002707,2026-03-22,C01704,P0041,1,53.78,O034,已签收,0,通过基础清洗
ORD005549,2026-03-20,C00394,P0182,2,92.84,O001,已签收,0,通过基础清洗
ORD004657,2026-05-04,C01631,P0006,5,405.1,O037,已签收,0,通过基础清洗
ORD002421,2026-06-12,C01080,P0198,6,793.92,O011,已签收,0,通过基础清洗
ORD005883,2026-04-21,C00883,P0164,8,233.76,O049,已签收,0,通过基础清洗
ORD002620,2026-04-25,C01350,P0180,1,12.5,O014,已签收,0,通过基础清洗
ORD004405,2026-05-12,C00117,P0030,1,83.71,O008,已签收,0,通过基础清洗
ORD001916,2026-04-18,C00039,P0010,5,379.7,O009,已签收,1,通过基础清洗
ORD006632,2026-03-21,C00408,P0169,6,297.24,O014,已签收,0,通过基础清洗
ORD004451,2026-06-05,C01599,P0023,2,173.6,O001,已签收,0,通过基础清洗
ORD005267,2026-04-04,C00522,P0198,5,661.6,O002,已签收,0,通过基础清洗
ORD005441,2026-03-25,C01127,P0026,5,273.25,O019,已签收,1,通过基础清洗
ORD001731,2026-03-29,C01253,P0011,3,220.8,O003,已签收,0,通过基础清洗
ORD000512,2026-03-18,C01022,P0042,4,162.84,O045,已签收,0,通过基础清洗
ORD000790,2026-05-01,C00286,P0019,2,80.28,O031,已签收,0,通过基础清洗
ORD006162,2026-06-07,C01144,P0164,2,58.44,O006,已签收,0,通过基础清洗
ORD007768,2026-04-29,C00567,P0047,4,39.76,O018,已签收,0,通过基础清洗
ORD007982,2026-06-09,C00697,P0188,4,247.08,O045,已签收,0,通过基础清洗
ORD001917,2026-03-27,C00887,P0188,1,61.77,O016,已签收,0,通过基础清洗
ORD001644,2026-04-14,C01189,P0156,6,83.7,O002,已签收,0,通过基础清洗
ORD007590,2026-05-31,C00806,P0021,6,112.74,O039,已签收,0,通过基础清洗
ORD002949,2026-03-22,C01254,P0155,5,209.05,O018,已签收,0,通过基础清洗
ORD004196,2026-04-12,C00693,P0035,3,103.74,O005,已签收,0,通过基础清洗
ORD006886,2026-03-20,C00144,P0157,1,54.69,O046,已签收,0,通过基础清洗
ORD002765,2026-04-22,C01639,P0155,1,41.81,O054,已签收,0,通过基础清洗
ORD006662,2026-03-23,C01411,P0009,8,135.28,O025,已签收,1,通过基础清洗
ORD002645,2026-04-05,C01139,P0179,2,60.22,O015,已签收,0,通过基础清洗
ORD006060,2026-05-26,C01370,P0030,2,167.42,O059,已签收,1,通过基础清洗
ORD001560,2026-05-07,C00197,P0088,2,12.82,O024,已签收,0,通过基础清洗
ORD005286,2026-05-04,C01063,P0006,3,243.06,O056,已签收,0,通过基础清洗
ORD003246,2026-06-15,C01173,P0044,2,23.48,O005,已签收,0,通过基础清洗
ORD004971,2026-05-22,C00754,P0197,2,123.32,O032,已签收,0,通过基础清洗
ORD007051,2026-04-30,C01290,P0187,2,224.6,O011,已签收,0,通过基础清洗
ORD006004,2026-04-24,C00054,P0043,2,35.92,O016,已签收,0,通过基础清洗
ORD005122,2026-04-03,C01612,P0015,2,140.52,O035,已签收,0,通过基础清洗
ORD003817,2026-04-07,C00933,P0036,8,355.52,O012,已签收,0,通过基础清洗
ORD005818,2026-04-01,C01249,P0155,5,209.05,O009,已签收,1,通过基础清洗
ORD002693,2026-03-23,C00377,P0188,3,185.31,O059,已签收,0,通过基础清洗
ORD006885,2026-04-14,C00374,P0023,4,347.2,O025,已签收,0,通过基础清洗
ORD005817,2026-05-29,C00206,P0153,4,208.52,O007,已签收,0,通过基础清洗
ORD004363,2026-05-06,C00747,P0193,3,73.74,O035,已签收,0,通过基础清洗
ORD006772,2026-03-21,C01345,P0011,4,294.4,O003,已签收,0,通过基础清洗
ORD007811,2026-04-26,C00117,P0190,5,355.95,O046,已签收,0,通过基础清洗
ORD006410,2026-05-29,C00314,P0146,1,98.31,O018,已签收,0,通过基础清洗
ORD005675,2026-05-18,C01666,P0044,3,35.22,O017,已签收,0,通过基础清洗
ORD001884,2026-05-03,C01531,P0094,2,18.32,O034,已签收,0,通过基础清洗
ORD000074,2026-04-03,C00355,P0028,2,26.18,O011,已签收,0,通过基础清洗
ORD003492,2026-05-09,C00279,P0050,6,244.68,O040,已签收,0,通过基础清洗
ORD001260,2026-06-13,C01609,P0090,1,17.72,O026,已签收,0,通过基础清洗
ORD001336,2026-05-29,C00263,P0164,5,146.1,O030,已签收,0,通过基础清洗
ORD006345,2026-06-08,C01382,P0159,3,47.55,O055,已签收,0,通过基础清洗
ORD004499,2026-03-19,C00185,P0196,4,519.44,O010,已签收,0,通过基础清洗
ORD002514,2026-06-03,C00607,P0018,4,246.4,O033,已签收,0,通过基础清洗
ORD007351,2026-06-05,C00011,P0019,3,120.42,O007,已签收,0,通过基础清洗
ORD003406,2026-04-21,C01481,P0182,2,92.84,O002,已签收,0,通过基础清洗
ORD005618,2026-05-20,C01287,P0008,2,66.74,O019,已签收,0,通过基础清洗
ORD002499,2026-06-03,C01151,P0193,6,147.48,O013,已签收,0,通过基础清洗
ORD001624,2026-06-12,C00805,P0016,2,17.18,O013,已签收,1,通过基础清洗
ORD002305,2026-03-18,C00406,P0153,2,104.26,O018,已签收,0,通过基础清洗
ORD003551,2026-06-09,C01313,P0034,5,39.1,O059,已签收,0,通过基础清洗
ORD001418,2026-03-31,C00302,P0096,2,223.4,O019,已签收,0,通过基础清洗
ORD000032,2026-03-26,C01410,P0054,1,50.28,O055,已签收,1,通过基础清洗
ORD002944,2026-04-22,C00672,P0024,3,214.26,O013,已签收,0,通过基础清洗
ORD003078,2026-05-29,C01006,P0113,2,251.08,O001,已签收,0,通过基础清洗
ORD006324,2026-04-28,C00282,P0161,3,31.77,O003,已签收,0,通过基础清洗
ORD000169,2026-05-03,C00923,P0003,3,131.49,O041,已签收,0,通过基础清洗
ORD006100,2026-04-26,C00006,P0026,1,54.65,O038,已签收,0,通过基础清洗
ORD006774,2026-05-12,C00602,P0157,1,54.69,O020,已签收,0,通过基础清洗
ORD005611,2026-05-06,C01040,P0093,4,85.8,O001,已签收,0,通过基础清洗
ORD007502,2026-06-11,C01581,P0028,2,26.18,O006,已签收,0,通过基础清洗
ORD001927,2026-05-31,C00489,P0183,2,191.24,O060,已签收,0,通过基础清洗
ORD002089,2026-05-02,C00834,P0064,8,46.48,O016,已签收,0,通过基础清洗
ORD006554,2026-04-15,C01474,P0168,8,201.36,O016,已签收,0,通过基础清洗
ORD002496,2026-05-11,C01398,P0010,8,607.52,O006,已签收,0,通过基础清洗
ORD005988,2026-05-13,C00344,P0179,4,120.44,O004,已签收,0,通过基础清洗
ORD003296,2026-04-23,C00008,P0060,2,19.16,O001,已签收,0,通过基础清洗
ORD001403,2026-04-13,C01411,P0172,1,4.3,O033,已签收,0,通过基础清洗
ORD004324,2026-04-05,C00108,P0199,1,123.01,O010,已签收,0,通过基础清洗
ORD004711,2026-05-24,C00660,P0005,2,151.04,O009,已签收,0,通过基础清洗
ORD001508,2026-05-27,C01010,P0197,6,369.96,O016,已签收,0,通过基础清洗
ORD000027,2026-03-29,C00086,P0017,4,310.76,O012,已签收,1,通过基础清洗
ORD004751,2026-05-17,C00286,P0005,4,302.08,O048,已签收,0,通过基础清洗
ORD007175,2026-05-06,C01428,P0179,6,180.66,O030,已签收,0,通过基础清洗
ORD002407,2026-04-21,C01215,P0061,2,12.08,O001,已签收,0,通过基础清洗
ORD002070,2026-05-02,C00401,P0165,1,59.22,O001,已签收,0,通过基础清洗
ORD003943,2026-04-19,C00750,P0183,3,286.86,O015,已签收,1,通过基础清洗
ORD002192,2026-05-14,C00230,P0017,2,155.38,O054,已签收,0,通过基础清洗
ORD000501,2026-06-12,C00940,P0188,1,61.77,O013,已签收,0,通过基础清洗
ORD006310,2026-04-20,C01548,P0196,2,259.72,O008,已签收,0,通过基础清洗
ORD000438,2026-03-30,C01421,P0125,1,46.77,O011,已签收,0,通过基础清洗
ORD004984,2026-05-15,C01724,P0043,2,35.92,O008,已签收,1,通过基础清洗
ORD001421,2026-05-27,C00959,P0164,4,116.88,O022,已签收,0,通过基础清洗
ORD003858,2026-03-21,C00765,P0010,1,75.94,O009,已签收,0,通过基础清洗
ORD007940,2026-06-02,C00492,P0177,4,57.6,O011,已签收,0,通过基础清洗
ORD001979,2026-05-23,C00679,P0003,2,87.66,O019,已签收,0,通过基础清洗
ORD005993,2026-05-05,C01491,P0059,2,22.4,O004,已签收,0,通过基础清洗
ORD002524,2026-04-25,C01155,P0188,2,123.54,O060,已签收,0,通过基础清洗
ORD006211,2026-03-18,C01260,P0080,1,61.6,O046,已签收,0,通过基础清洗
ORD005717,2026-04-07,C01361,P0015,2,140.52,O044,已签收,1,通过基础清洗
ORD006265,2026-04-24,C00851,P0137,1,83.48,O018,已签收,0,通过基础清洗
ORD003818,2026-04-13,C01114,P0012,5,113.95,O024,已签收,0,通过基础清洗
ORD001181,2026-03-24,C01374,P0021,4,75.16,O012,已签收,0,通过基础清洗
ORD003356,2026-05-10,C01098,P0025,6,84.6,O044,已签收,1,通过基础清洗
ORD002955,2026-05-28,C00531,P0180,8,100.0,O039,已签收,0,通过基础清洗
ORD007733,2026-05-26,C00923,P0030,5,418.55,O011,已签收,0,通过基础清洗
ORD005518,2026-04-30,C00730,P0016,3,25.77,O027,已签收,0,通过基础清洗
ORD007640,2026-04-29,C01150,P0019,2,80.28,O002,已签收,0,通过基础清洗
ORD005888,2026-06-03,C00370,P0111,1,232.1,O044,已签收,0,通过基础清洗
ORD001759,2026-05-28,C00353,P0019,1,40.14,O040,已签收,0,通过基础清洗
ORD000535,2026-04-06,C00127,P0166,2,63.2,O031,已签收,1,通过基础清洗
ORD003571,2026-05-06,C01110,P0005,5,377.6,O009,已签收,0,通过基础清洗
ORD000586,2026-06-13,C01314,P0062,6,190.56,O016,已签收,0,通过基础清洗
ORD006192,2026-04-18,C01679,P0159,3,47.55,O011,已签收,0,通过基础清洗
ORD004553,2026-05-22,C00568,P0183,2,191.24,O050,已签收,0,通过基础清洗
ORD001204,2026-05-27,C01181,P0017,2,155.38,O023,已签收,1,通过基础清洗
ORD001607,2026-04-20,C00194,P0033,6,274.62,O027,已签收,0,通过基础清洗
ORD006640,2026-05-11,C01255,P0043,4,71.84,O010,已签收,0,通过基础清洗
ORD003304,2026-06-12,C01506,P0192,2,50.36,O018,已签收,0,通过基础清洗
ORD000492,2026-05-18,C00127,P0066,6,326.7,O001,已签收,1,通过基础清洗
ORD005181,2026-03-23,C00311,P0025,6,84.6,O035,已签收,1,通过基础清洗
ORD003525,2026-05-15,C01650,P0024,6,428.52,O003,已签收,0,通过基础清洗
ORD003461,2026-05-15,C01070,P0169,2,99.08,O022,已签收,0,通过基础清洗
ORD006050,2026-06-04,C01708,P0199,6,738.06,O028,已签收,0,通过基础清洗
ORD007250,2026-05-21,C01703,P0167,2,49.28,O058,已签收,0,通过基础清洗
ORD006754,2026-04-25,C00900,P0028,4,52.36,O019,已签收,0,通过基础清洗
ORD000853,2026-05-19,C00341,P0019,3,120.42,O007,已签收,1,通过基础清洗
ORD007519,2026-03-29,C00655,P0016,2,17.18,O009,已签收,0,通过基础清洗
ORD005210,2026-04-08,C00152,P0186,3,407.73,O005,已签收,0,通过基础清洗
ORD002095,2026-05-22,C01574,P0192,2,50.36,O019,已签收,0,通过基础清洗
ORD002532,2026-03-29,C01105,P0029,8,269.68,O014,已签收,0,通过基础清洗
ORD005479,2026-06-06,C01539,P0182,6,278.52,O054,已签收,1,通过基础清洗
ORD000398,2026-05-06,C00584,P0037,8,128.96,O022,已签收,0,通过基础清洗
ORD006056,2026-05-18,C01102,P0011,4,294.4,O004,已签收,1,通过基础清洗
ORD001650,2026-04-07,C00544,P0014,1,15.62,O001,已签收,0,通过基础清洗
ORD000402,2026-04-07,C00071,P0063,12,160.2,O060,已签收,0,通过基础清洗
ORD007613,2026-05-20,C00446,P0006,1,81.02,O041,已签收,0,通过基础清洗
ORD007908,2026-03-23,C00756,P0072,2,85.52,O018,已签收,0,通过基础清洗
ORD007696,2026-06-14,C00475,P0005,4,302.08,O017,已签收,0,通过基础清洗
ORD003545,2026-05-30,C00762,P0100,2,22.54,O059,已签收,0,通过基础清洗
ORD005633,2026-05-10,C01325,P0042,6,244.26,O026,已签收,1,通过基础清洗
ORD005904,2026-06-09,C00307,P0078,3,47.79,O029,已签收,0,通过基础清洗
ORD005935,2026-05-05,C01470,P0013,2,130.46,O007,已签收,0,通过基础清洗
ORD004665,2026-05-01,C00161,P0020,1,66.68,O047,已签收,0,通过基础清洗
ORD000574,2026-04-07,C00066,P0030,1,83.71,O017,已签收,0,通过基础清洗
ORD002329,2026-05-09,C01098,P0053,4,195.4,O045,已签收,0,通过基础清洗
ORD002956,2026-05-18,C01416,P0071,1,83.86,O016,已签收,0,通过基础清洗
ORD002405,2026-05-15,C00601,P0046,3,11.37,O031,已签收,0,通过基础清洗
ORD007227,2026-06-15,C01576,P0006,2,162.04,O007,已签收,0,通过基础清洗
ORD000536,2026-03-31,C01343,P0160,2,73.62,O038,已签收,0,通过基础清洗
ORD003575,2026-04-28,C00058,P0029,5,168.55,O035,已签收,0,通过基础清洗
ORD002374,2026-05-26,C01576,P0164,3,87.66,O048,已签收,0,通过基础清洗
