order_id,order_date,customer_id,product_id,quantity,order_amount,quantity_norm,order_amount_norm,outlet_id,order_status,is_urgent,clean_status
ORD006944,2026-06-01,C01314,P0066,6,326.7,0.4545,0.2447,O006,已签收,0,通过基础清洗
ORD002433,2026-03-27,C00994,P0181,2,55.98,0.0909,0.0396,O045,已签收,0,通过基础清洗
ORD004162,2026-05-06,C01579,P0016,3,25.77,0.1818,0.0167,O017,已签收,0,通过基础清洗
ORD007397,2026-04-24,C01610,P0172,1,4.3,0.0,0.0004,O015,已签收,0,通过基础清洗
ORD005508,2026-04-04,C01080,P0018,4,246.4,0.2727,0.1839,O039,已签收,0,通过基础清洗
ORD004104,2026-05-24,C00284,P0017,5,388.45,0.3636,0.2915,O034,已签收,0,通过基础清洗
ORD002933,2026-05-31,C01773,P0048,1,48.84,0.0,0.0341,O019,已签收,0,通过基础清洗
ORD005860,2026-06-15,C00694,P0028,5,65.45,0.3636,0.0467,O023,已签收,0,通过基础清洗
ORD001612,2026-03-28,C00525,P0021,6,112.74,0.4545,0.0826,O012,已签收,0,通过基础清洗
ORD004281,2026-03-27,C00998,P0179,2,60.22,0.0909,0.0428,O016,已签收,0,通过基础清洗
ORD005736,2026-04-27,C01111,P0054,6,301.68,0.4545,0.2258,O001,已签收,0,通过基础清洗
ORD007763,2026-04-04,C00475,P0095,3,291.51,0.1818,0.2181,O060,已签收,0,通过基础清洗
ORD004349,2026-04-09,C00370,P0144,2,26.24,0.0909,0.017,O007,已签收,0,通过基础清洗
ORD005680,2026-06-01,C00938,P0088,1,6.41,0.0,0.002,O021,已签收,0,通过基础清洗
ORD003838,2026-06-09,C01306,P0101,1,260.68,0.0,0.1947,O001,已签收,0,通过基础清洗
ORD000606,2026-06-15,C01030,P0185,4,247.68,0.2727,0.1848,O049,已签收,1,通过基础清洗
ORD003132,2026-03-31,C01370,P0026,1,54.65,0.0,0.0385,O033,已签收,0,通过基础清洗
ORD005698,2026-04-09,C00746,P0161,5,52.95,0.3636,0.0373,O022,已签收,0,通过基础清洗
ORD001469,2026-03-30,C01760,P0173,1,53.47,0.0,0.0377,O013,已签收,0,通过基础清洗
ORD005901,2026-04-16,C00232,P0096,3,335.1,0.1818,0.2511,O051,已签收,0,通过基础清洗
ORD003822,2026-04-09,C01158,P0076,2,41.6,0.0909,0.0287,O036,已签收,0,通过基础清洗
ORD003750,2026-05-09,C00049,P0161,3,31.77,0.1818,0.0212,O003,已签收,0,通过基础清洗
ORD005903,2026-03-27,C01077,P0056,4,160.64,0.2727,0.1189,O034,已签收,0,通过基础清洗
ORD007471,2026-06-10,C01697,P0059,3,33.6,0.1818,0.0226,O049,已签收,0,通过基础清洗
ORD003781,2026-03-30,C01224,P0037,6,96.72,0.4545,0.0704,O023,已签收,0,通过基础清洗
ORD002156,2026-03-18,C00850,P0159,2,31.7,0.0909,0.0212,O008,已签收,0,通过基础清洗
ORD002810,2026-04-17,C01553,P0155,4,167.24,0.2727,0.1239,O044,已签收,0,通过基础清洗
ORD007660,2026-03-27,C00858,P0068,2,207.24,0.0909,0.1542,O041,已签收,0,通过基础清洗
ORD002078,2026-06-04,C00186,P0021,4,75.16,0.2727,0.0541,O019,已签收,0,通过基础清洗
ORD007167,2026-04-30,C01623,P0188,6,370.62,0.4545,0.278,O002,已签收,1,通过基础清洗
ORD006868,2026-03-24,C00223,P0075,3,226.95,0.1818,0.1691,O025,已签收,0,通过基础清洗
ORD006580,2026-05-24,C01799,P0174,6,255.72,0.4545,0.1909,O024,已签收,0,通过基础清洗
ORD004773,2026-05-30,C00213,P0168,1,25.17,0.0,0.0162,O004,已签收,1,通过基础清洗
ORD000585,2026-05-08,C00787,P0181,5,139.95,0.3636,0.1032,O009,已签收,1,通过基础清洗
ORD005813,2026-05-21,C01059,P0088,1,6.41,0.0,0.002,O015,已签收,0,通过基础清洗
ORD002700,2026-04-12,C00595,P0034,5,39.1,0.3636,0.0268,O057,已签收,1,通过基础清洗
ORD006074,2026-05-31,C01723,P0002,4,351.8,0.2727,0.2638,O010,已签收,1,通过基础清洗
ORD002800,2026-05-24,C01178,P0159,8,126.8,0.6364,0.0932,O051,已签收,0,通过基础清洗
ORD006202,2026-03-19,C00253,P0051,3,13.26,0.1818,0.0072,O015,已签收,0,通过基础清洗
ORD005114,2026-04-01,C01612,P0200,1,71.02,0.0,0.051,O018,已签收,0,通过基础清洗
ORD007143,2026-03-28,C01110,P0194,1,59.52,0.0,0.0422,O006,已签收,0,通过基础清洗
ORD006107,2026-04-22,C01712,P0051,3,13.26,0.1818,0.0072,O003,已签收,0,通过基础清洗
ORD002485,2026-05-01,C01724,P0011,3,220.8,0.1818,0.1645,O029,已签收,0,通过基础清洗
ORD006237,2026-05-06,C00240,P0001,8,568.08,0.6364,0.4277,O045,已签收,0,通过基础清洗
ORD007703,2026-05-20,C00747,P0009,4,67.64,0.2727,0.0484,O008,已签收,1,通过基础清洗
ORD005642,2026-05-16,C00098,P0166,2,63.2,0.0909,0.045,O007,已签收,0,通过基础清洗
ORD000345,2026-05-18,C00517,P0196,3,389.58,0.1818,0.2924,O005,已签收,0,通过基础清洗
ORD003004,2026-03-31,C01384,P0022,1,58.94,0.0,0.0418,O040,已签收,0,通过基础清洗
ORD004639,2026-04-24,C00478,P0195,1,52.21,0.0,0.0367,O013,已签收,1,通过基础清洗
ORD003280,2026-04-24,C00524,P0045,2,41.38,0.0909,0.0285,O013,已签收,0,通过基础清洗
ORD007507,2026-05-29,C00010,P0070,3,141.78,0.1818,0.1046,O009,已签收,1,通过基础清洗
ORD003946,2026-04-10,C01442,P0040,3,83.4,0.1818,0.0603,O024,已签收,0,通过基础清洗
ORD006201,2026-05-26,C00798,P0171,6,262.14,0.4545,0.1958,O013,已签收,0,通过基础清洗
ORD006898,2026-04-16,C00710,P0179,6,180.66,0.4545,0.1341,O034,已签收,0,通过基础清洗
ORD005982,2026-05-20,C00757,P0155,6,250.86,0.4545,0.1873,O030,已签收,1,通过基础清洗
ORD000091,2026-05-31,C01045,P0106,1,122.21,0.0,0.0898,O015,已签收,0,通过基础清洗
ORD003782,2026-03-29,C00918,P0065,4,202.04,0.2727,0.1503,O011,已签收,0,通过基础清洗
ORD005763,2026-04-01,C00818,P0051,8,35.36,0.6364,0.0239,O043,已签收,0,通过基础清洗
ORD004964,2026-04-08,C01697,P0169,4,198.16,0.2727,0.1473,O005,已签收,0,通过基础清洗
ORD003444,2026-03-23,C00875,P0164,2,58.44,0.0909,0.0414,O018,已签收,0,通过基础清洗
ORD002118,2026-05-12,C01402,P0009,6,101.46,0.4545,0.074,O012,已签收,1,通过基础清洗
ORD004238,2026-04-30,C01114,P0171,2,87.38,0.0909,0.0634,O019,已签收,0,通过基础清洗
ORD006082,2026-04-18,C00099,P0045,2,41.38,0.0909,0.0285,O008,已签收,0,通过基础清洗
ORD004587,2026-06-07,C01632,P0028,1,13.09,0.0,0.007,O009,已签收,0,通过基础清洗
ORD007104,2026-04-01,C00836,P0161,2,21.18,0.0909,0.0132,O009,已签收,0,通过基础清洗
ORD000948,2026-05-22,C00226,P0012,10,227.9,0.8182,0.1699,O016,已签收,0,通过基础清洗
ORD007346,2026-04-21,C00953,P0088,4,25.64,0.2727,0.0166,O047,已签收,1,通过基础清洗
ORD004300,2026-04-13,C00970,P0058,3,110.64,0.1818,0.081,O048,已签收,0,通过基础清洗
ORD004242,2026-06-02,C00682,P0009,1,16.91,0.0,0.0099,O053,已签收,0,通过基础清洗
ORD000884,2026-03-28,C01433,P0200,1,71.02,0.0,0.051,O041,已签收,0,通过基础清洗
ORD006970,2026-05-28,C00395,P0188,6,370.62,0.4545,0.278,O031,已签收,0,通过基础清洗
ORD004513,2026-04-26,C00714,P0164,1,29.22,0.0,0.0193,O009,已签收,1,通过基础清洗
ORD006672,2026-05-23,C00080,P0004,2,86.5,0.0909,0.0627,O016,已签收,0,通过基础清洗
ORD005026,2026-05-22,C00063,P0030,1,83.71,0.0,0.0606,O011,已签收,0,通过基础清洗
ORD007130,2026-05-04,C00636,P0173,2,106.94,0.0909,0.0782,O028,已签收,1,通过基础清洗
ORD007337,2026-03-28,C01637,P0019,2,80.28,0.0909,0.058,O041,已签收,1,通过基础清洗
ORD005911,2026-04-29,C00515,P0183,5,478.1,0.3636,0.3595,O022,已签收,0,通过基础清洗
ORD005348,2026-06-06,C01555,P0031,8,63.36,0.6364,0.0451,O008,已签收,1,通过基础清洗
ORD004779,2026-06-06,C01233,P0199,2,246.02,0.0909,0.1836,O041,已签收,0,通过基础清洗
ORD005333,2026-05-23,C00186,P0041,2,107.56,0.0909,0.0786,O005,已签收,0,通过基础清洗
ORD006573,2026-05-05,C01626,P0081,2,36.94,0.0909,0.0251,O017,已签收,0,通过基础清洗
ORD005615,2026-03-31,C00950,P0002,10,879.5,0.8182,0.6637,O003,已签收,1,通过基础清洗
ORD002416,2026-04-19,C01133,P0179,10,301.1,0.8182,0.2253,O009,已签收,0,通过基础清洗
ORD005066,2026-05-01,C00179,P0031,6,47.52,0.4545,0.0331,O007,已签收,0,通过基础清洗
ORD007419,2026-04-28,C01379,P0036,4,177.76,0.2727,0.1319,O057,已签收,0,通过基础清洗
ORD003922,2026-03-19,C01135,P0028,3,39.27,0.1818,0.0269,O034,已签收,0,通过基础清洗
ORD005378,2026-06-12,C00189,P0181,2,55.98,0.0909,0.0396,O003,已签收,0,通过基础清洗
ORD006325,2026-06-07,C00950,P0163,3,85.83,0.1818,0.0622,O010,已签收,0,通过基础清洗
ORD003126,2026-05-31,C01164,P0100,2,22.54,0.0909,0.0142,O028,已签收,0,通过基础清洗
ORD002399,2026-04-05,C00646,P0015,8,562.08,0.6364,0.4231,O016,已签收,0,通过基础清洗
ORD004620,2026-05-29,C01642,P0045,3,62.07,0.1818,0.0442,O024,已签收,0,通过基础清洗
ORD001711,2026-04-13,C00008,P0055,4,150.16,0.2727,0.1109,O026,已签收,0,通过基础清洗
ORD005375,2026-04-26,C00609,P0180,2,25.0,0.0909,0.0161,O034,已签收,0,通过基础清洗
ORD004708,2026-06-01,C01315,P0169,6,297.24,0.4545,0.2224,O019,已签收,0,通过基础清洗
ORD001187,2026-05-28,C00240,P0195,1,52.21,0.0,0.0367,O024,已签收,0,通过基础清洗
ORD004375,2026-06-12,C01762,P0033,4,183.08,0.2727,0.1359,O008,已签收,0,通过基础清洗
ORD007684,2026-04-01,C01631,P0157,2,109.38,0.0909,0.08,O017,已签收,1,通过基础清洗
ORD005757,2026-06-03,C01139,P0059,1,11.2,0.0,0.0056,O010,已签收,0,通过基础清洗
ORD006092,2026-05-01,C01468,P0056,6,240.96,0.4545,0.1798,O026,已签收,0,通过基础清洗
ORD007824,2026-06-10,C01547,P0029,2,67.42,0.0909,0.0482,O013,已签收,1,通过基础清洗
ORD000152,2026-04-03,C00772,P0155,3,125.43,0.1818,0.0922,O018,已签收,0,通过基础清洗
ORD000916,2026-06-14,C01345,P0029,4,134.84,0.2727,0.0993,O018,已签收,0,通过基础清洗
ORD001306,2026-06-13,C01486,P0180,8,100.0,0.6364,0.0729,O008,已签收,0,通过基础清洗
ORD003850,2026-03-20,C01519,P0066,8,435.6,0.6364,0.3273,O036,已签收,0,通过基础清洗
ORD007297,2026-04-24,C01131,P0009,1,16.91,0.0,0.0099,O017,已签收,0,通过基础清洗
ORD004715,2026-05-11,C00126,P0029,3,101.13,0.1818,0.0738,O002,已签收,0,通过基础清洗
ORD005283,2026-05-18,C00089,P0157,10,546.9,0.8182,0.4116,O001,已签收,0,通过基础清洗
ORD001399,2026-05-25,C00990,P0049,4,40.2,0.2727,0.0276,O049,已签收,1,通过基础清洗
ORD002520,2026-03-23,C01435,P0005,2,151.04,0.0909,0.1116,O017,已签收,0,通过基础清洗
ORD000184,2026-03-25,C01044,P0199,6,738.06,0.4545,0.5565,O026,已签收,0,通过基础清洗
ORD007544,2026-04-11,C00247,P0181,3,83.97,0.1818,0.0608,O058,已签收,0,通过基础清洗
ORD006278,2026-04-24,C00906,P0007,1,9.68,0.0,0.0045,O004,已签收,0,通过基础清洗
ORD003024,2026-06-08,C00036,P0161,2,21.18,0.0909,0.0132,O056,已签收,0,通过基础清洗
ORD002418,2026-05-07,C01725,P0069,4,142.56,0.2727,0.1052,O016,已签收,0,通过基础清洗
ORD000472,2026-05-07,C00310,P0171,1,43.69,0.0,0.0302,O015,已签收,0,通过基础清洗
ORD000968,2026-04-21,C01511,P0155,4,167.24,0.2727,0.1239,O035,已签收,0,通过基础清洗
ORD005339,2026-04-26,C01102,P0008,6,200.22,0.4545,0.1489,O001,已签收,0,通过基础清洗
ORD005274,2026-06-07,C01259,P0147,1,110.44,0.0,0.0808,O039,已签收,0,通过基础清洗
ORD000210,2026-04-02,C01062,P0160,1,36.81,0.0,0.025,O031,已签收,0,通过基础清洗
ORD001962,2026-04-17,C01515,P0197,6,369.96,0.4545,0.2775,O008,已签收,0,通过基础清洗
ORD000897,2026-05-07,C00627,P0078,2,31.86,0.0909,0.0213,O027,已签收,0,通过基础清洗
ORD006069,2026-03-20,C01500,P0159,2,31.7,0.0909,0.0212,O039,已签收,0,通过基础清洗
ORD002579,2026-05-20,C00500,P0020,2,133.36,0.0909,0.0982,O033,已签收,0,通过基础清洗
ORD004897,2026-05-29,C00649,P0164,5,146.1,0.3636,0.1079,O018,已签收,0,通过基础清洗
ORD001774,2026-06-14,C00930,P0177,5,72.0,0.3636,0.0517,O019,已签收,0,通过基础清洗
ORD005810,2026-06-13,C00495,P0157,4,218.76,0.2727,0.1629,O043,已签收,0,通过基础清洗
ORD002300,2026-05-15,C01634,P0160,8,294.48,0.6364,0.2203,O009,已签收,0,通过基础清洗
ORD001210,2026-03-25,C00349,P0109,2,427.56,0.0909,0.3212,O008,已签收,0,通过基础清洗
ORD004919,2026-05-11,C00182,P0002,4,351.8,0.2727,0.2638,O058,已签收,0,通过基础清洗
ORD004569,2026-05-21,C01282,P0093,1,21.45,0.0,0.0134,O007,已签收,0,通过基础清洗
ORD003980,2026-06-11,C00112,P0022,3,176.82,0.1818,0.1311,O001,已签收,0,通过基础清洗
ORD001252,2026-03-23,C00755,P0178,2,103.92,0.0909,0.0759,O021,已签收,1,通过基础清洗
ORD004602,2026-06-05,C00309,P0179,6,180.66,0.4545,0.1341,O032,已签收,0,通过基础清洗
ORD003166,2026-06-12,C00727,P0003,5,219.15,0.3636,0.1632,O020,已签收,0,通过基础清洗
ORD005859,2026-03-31,C01109,P0185,3,185.76,0.1818,0.1379,O001,已签收,0,通过基础清洗
ORD004826,2026-04-27,C00352,P0169,4,198.16,0.2727,0.1473,O054,已签收,0,通过基础清洗
ORD004231,2026-04-03,C01741,P0156,2,27.9,0.0909,0.0183,O041,已签收,1,通过基础清洗
ORD000293,2026-04-03,C00613,P0030,3,251.13,0.1818,0.1875,O043,已签收,1,通过基础清洗
ORD007225,2026-04-26,C00780,P0172,10,43.0,0.8182,0.0297,O060,已签收,0,通过基础清洗
ORD001052,2026-04-28,C01219,P0054,2,100.56,0.0909,0.0733,O006,已签收,0,通过基础清洗
ORD005411,2026-05-10,C00100,P0067,1,78.89,0.0,0.0569,O050,已签收,0,通过基础清洗
ORD003283,2026-04-19,C00874,P0005,6,453.12,0.4545,0.3406,O014,已签收,0,通过基础清洗
ORD000273,2026-05-16,C01617,P0040,2,55.6,0.0909,0.0393,O021,已签收,0,通过基础清洗
ORD002043,2026-03-28,C00901,P0009,4,67.64,0.2727,0.0484,O010,已签收,0,通过基础清洗
ORD004308,2026-04-01,C00307,P0046,6,22.74,0.4545,0.0144,O002,已签收,0,通过基础清洗
ORD002647,2026-05-31,C00373,P0063,6,80.1,0.4545,0.0578,O015,已签收,0,通过基础清洗
ORD005791,2026-06-02,C00871,P0003,8,350.64,0.6364,0.2629,O005,已签收,0,通过基础清洗
ORD005556,2026-03-21,C01209,P0024,8,571.36,0.6364,0.4302,O035,已签收,0,通过基础清洗
ORD001087,2026-04-07,C00697,P0014,2,31.24,0.0909,0.0208,O011,已签收,0,通过基础清洗
ORD005600,2026-05-11,C01240,P0025,8,112.8,0.6364,0.0826,O020,已签收,0,通过基础清洗
ORD007612,2026-04-14,C00445,P0026,3,163.95,0.1818,0.1214,O030,已签收,0,通过基础清洗
ORD005548,2026-06-15,C01171,P0069,4,142.56,0.2727,0.1052,O006,已签收,0,通过基础清洗
ORD007388,2026-04-25,C01518,P0167,8,197.12,0.6364,0.1465,O030,已签收,1,通过基础清洗
ORD003027,2026-04-15,C00105,P0156,2,27.9,0.0909,0.0183,O007,已签收,0,通过基础清洗
ORD003544,2026-06-08,C01538,P0030,3,251.13,0.1818,0.1875,O017,已签收,0,通过基础清洗
ORD005087,2026-04-15,C01027,P0022,1,58.94,0.0,0.0418,O001,已签收,0,通过基础清洗
ORD006223,2026-04-18,C00176,P0179,3,90.33,0.1818,0.0656,O008,已签收,0,通过基础清洗
ORD003342,2026-04-23,C00534,P0200,3,213.06,0.1818,0.1586,O003,已签收,1,通过基础清洗
ORD002961,2026-04-03,C00489,P0187,2,224.6,0.0909,0.1674,O025,已签收,0,通过基础清洗
ORD002795,2026-05-18,C00629,P0200,8,568.16,0.6364,0.4277,O011,已签收,0,通过基础清洗
ORD004033,2026-06-04,C00709,P0061,8,48.32,0.6364,0.0337,O013,已签收,0,通过基础清洗
ORD000614,2026-05-06,C01442,P0199,3,369.03,0.1818,0.2768,O024,已签收,0,通过基础清洗
ORD005685,2026-05-22,C01731,P0176,2,48.66,0.0909,0.034,O034,已签收,0,通过基础清洗
ORD003784,2026-04-28,C00640,P0169,1,49.54,0.0,0.0347,O033,已签收,1,通过基础清洗
ORD003378,2026-03-19,C00949,P0030,3,251.13,0.1818,0.1875,O009,已签收,0,通过基础清洗
ORD004472,2026-04-16,C00798,P0157,2,109.38,0.0909,0.08,O023,已签收,0,通过基础清洗
ORD004686,2026-05-11,C01371,P0006,1,81.02,0.0,0.0585,O039,已签收,0,通过基础清洗
ORD001749,2026-06-07,C00876,P0197,5,308.3,0.3636,0.2308,O017,已签收,0,通过基础清洗
ORD007219,2026-05-25,C01776,P0016,1,8.59,0.0,0.0036,O016,已签收,0,通过基础清洗
ORD006127,2026-05-12,C01433,P0026,2,109.3,0.0909,0.08,O060,已签收,0,通过基础清洗
ORD003173,2026-04-14,C00324,P0063,3,40.05,0.1818,0.0275,O034,已签收,0,通过基础清洗
ORD003740,2026-05-01,C00049,P0173,2,106.94,0.0909,0.0782,O012,已签收,0,通过基础清洗
ORD005002,2026-05-12,C01566,P0175,2,48.76,0.0909,0.0341,O015,已签收,0,通过基础清洗
ORD003149,2026-03-30,C00128,P0195,2,104.42,0.0909,0.0763,O008,已签收,0,通过基础清洗
ORD004288,2026-05-04,C00859,P0118,2,248.7,0.0909,0.1856,O013,已签收,0,通过基础清洗
ORD002155,2026-04-05,C00241,P0020,3,200.04,0.1818,0.1487,O037,已签收,1,通过基础清洗
ORD001345,2026-06-03,C00966,P0055,3,112.62,0.1818,0.0825,O002,已签收,0,通过基础清洗
ORD007734,2026-06-14,C00847,P0003,4,175.32,0.2727,0.13,O027,已签收,0,通过基础清洗
ORD006014,2026-04-26,C00828,P0016,3,25.77,0.1818,0.0167,O019,已签收,0,通过基础清洗
ORD007782,2026-06-08,C00817,P0193,3,73.74,0.1818,0.053,O049,已签收,0,通过基础清洗
ORD000953,2026-05-15,C00043,P0174,2,85.24,0.0909,0.0617,O043,已签收,0,通过基础清洗
ORD006901,2026-04-17,C00646,P0148,2,193.6,0.0909,0.1439,O003,已签收,0,通过基础清洗
ORD001505,2026-04-03,C01197,P0173,4,213.88,0.2727,0.1592,O029,已签收,0,通过基础清洗
ORD003310,2026-04-06,C00176,P0045,4,82.76,0.2727,0.0599,O055,已签收,0,通过基础清洗
ORD007953,2026-05-06,C01013,P0186,6,815.46,0.4545,0.6152,O001,已签收,0,通过基础清洗
ORD003077,2026-05-12,C01118,P0036,4,177.76,0.2727,0.1319,O013,已签收,1,通过基础清洗
ORD001122,2026-03-23,C01423,P0170,2,9.18,0.0909,0.0041,O011,已签收,1,通过基础清洗
ORD004526,2026-05-12,C01642,P0199,2,246.02,0.0909,0.1836,O038,已签收,1,通过基础清洗
ORD004820,2026-04-18,C01028,P0087,1,102.81,0.0,0.075,O056,已签收,0,通过基础清洗
ORD004360,2026-06-14,C01212,P0198,3,396.96,0.1818,0.298,O032,已签收,1,通过基础清洗
ORD003114,2026-05-15,C00739,P0163,5,143.05,0.3636,0.1055,O014,已签收,0,通过基础清洗
ORD007518,2026-04-07,C01773,P0198,2,264.64,0.0909,0.1977,O020,已签收,0,通过基础清洗
ORD003054,2026-06-01,C01685,P0008,4,133.48,0.2727,0.0983,O045,已签收,0,通过基础清洗
ORD000417,2026-04-17,C00568,P0011,2,147.2,0.0909,0.1087,O005,已签收,0,通过基础清洗
ORD004742,2026-05-10,C01651,P0013,3,195.69,0.1818,0.1454,O001,已签收,0,通过基础清洗
ORD002432,2026-05-12,C01236,P0066,4,217.8,0.2727,0.1622,O052,已签收,0,通过基础清洗
ORD002904,2026-04-08,C00498,P0199,1,123.01,0.0,0.0904,O016,已签收,0,通过基础清洗
ORD000565,2026-04-30,C01760,P0084,4,450.6,0.2727,0.3386,O017,已签收,0,通过基础清洗
ORD002527,2026-04-17,C01722,P0155,8,334.48,0.6364,0.2506,O058,已签收,0,通过基础清洗
ORD001225,2026-06-15,C01007,P0025,8,112.8,0.6364,0.0826,O051,已签收,0,通过基础清洗
ORD000143,2026-06-02,C01382,P0060,3,28.74,0.1818,0.0189,O050,已签收,0,通过基础清洗
ORD001491,2026-03-22,C01123,P0007,4,38.72,0.2727,0.0265,O002,已签收,0,通过基础清洗
ORD006344,2026-05-04,C01404,P0046,3,11.37,0.1818,0.0057,O051,已签收,0,通过基础清洗
ORD006722,2026-04-14,C00301,P0161,4,42.36,0.2727,0.0292,O015,已签收,0,通过基础清洗
ORD002005,2026-05-02,C00183,P0045,12,248.28,1.0,0.1853,O016,已签收,0,通过基础清洗
ORD001195,2026-04-10,C00985,P0023,4,347.2,0.2727,0.2603,O046,已签收,0,通过基础清洗
ORD007601,2026-04-27,C01074,P0194,5,297.6,0.3636,0.2227,O009,已签收,0,通过基础清洗
ORD002886,2026-06-01,C01368,P0052,8,215.12,0.6364,0.1602,O019,已签收,0,通过基础清洗
ORD001757,2026-05-11,C00238,P0061,3,18.12,0.1818,0.0109,O033,已签收,0,通过基础清洗
ORD000498,2026-05-10,C00213,P0198,5,661.6,0.3636,0.4986,O018,已签收,0,通过基础清洗
ORD002869,2026-05-27,C00431,P0156,3,41.85,0.1818,0.0288,O019,已签收,0,通过基础清洗
ORD007819,2026-04-02,C00870,P0195,2,104.42,0.0909,0.0763,O014,已签收,0,通过基础清洗
ORD000913,2026-05-24,C00891,P0183,3,286.86,0.1818,0.2145,O052,已签收,0,通过基础清洗
ORD000722,2026-04-10,C01643,P0042,8,325.68,0.6364,0.244,O049,已签收,0,通过基础清洗
ORD005829,2026-06-12,C01035,P0155,1,41.81,0.0,0.0288,O029,已签收,0,通过基础清洗
ORD007499,2026-06-08,C00762,P0060,4,38.32,0.2727,0.0262,O009,已签收,0,通过基础清洗
ORD001497,2026-05-23,C00503,P0153,1,52.13,0.0,0.0366,O017,已签收,0,通过基础清洗
ORD003025,2026-03-26,C01071,P0021,3,56.37,0.1818,0.0399,O005,已签收,0,通过基础清洗
ORD001521,2026-06-11,C01740,P0033,4,183.08,0.2727,0.1359,O014,已签收,0,通过基础清洗
ORD005115,2026-06-12,C01359,P0012,4,91.16,0.2727,0.0662,O030,已签收,0,通过基础清洗
ORD004293,2026-05-21,C01271,P0170,5,22.95,0.3636,0.0145,O002,已签收,0,通过基础清洗
ORD003887,2026-05-30,C01638,P0196,2,259.72,0.0909,0.194,O049,已签收,0,通过基础清洗
ORD004924,2026-04-25,C01399,P0174,8,340.96,0.6364,0.2555,O047,已签收,0,通过基础清洗
ORD006451,2026-04-16,C00013,P0043,4,71.84,0.2727,0.0516,O031,已签收,0,通过基础清洗
ORD000109,2026-05-25,C00223,P0009,8,135.28,0.6364,0.0997,O008,已签收,0,通过基础清洗
ORD001755,2026-05-03,C01305,P0028,2,26.18,0.0909,0.017,O017,已签收,0,通过基础清洗
ORD006274,2026-06-02,C01371,P0051,3,13.26,0.1818,0.0072,O020,已签收,0,通过基础清洗
ORD001352,2026-03-24,C00862,P0156,1,13.95,0.0,0.0077,O011,已签收,0,通过基础清洗
ORD006541,2026-04-28,C00511,P0030,4,334.84,0.2727,0.2509,O052,已签收,0,通过基础清洗
ORD005596,2026-05-15,C01475,P0183,2,191.24,0.0909,0.1421,O047,已签收,0,通过基础清洗
ORD003505,2026-05-19,C01180,P0182,3,139.26,0.1818,0.1027,O053,已签收,0,通过基础清洗
ORD001974,2026-04-04,C01626,P0030,2,167.42,0.0909,0.124,O012,已签收,1,通过基础清洗
ORD000337,2026-05-03,C01280,P0155,3,125.43,0.1818,0.0922,O019,已签收,0,通过基础清洗
ORD006560,2026-05-05,C01279,P0155,1,41.81,0.0,0.0288,O057,已签收,0,通过基础清洗
ORD006830,2026-05-02,C00138,P0011,2,147.2,0.0909,0.1087,O015,已签收,0,通过基础清洗
ORD003640,2026-06-11,C01777,P0033,1,45.77,0.0,0.0318,O009,已签收,0,通过基础清洗
ORD003018,2026-03-25,C01320,P0187,3,336.9,0.1818,0.2525,O015,已签收,0,通过基础清洗
ORD005690,2026-06-09,C00477,P0009,1,16.91,0.0,0.0099,O033,已签收,0,通过基础清洗
ORD003316,2026-05-30,C01675,P0181,6,167.94,0.4545,0.1244,O036,已签收,0,通过基础清洗
ORD000725,2026-06-02,C00309,P0004,2,86.5,0.0909,0.0627,O019,已签收,1,通过基础清洗
ORD000766,2026-03-26,C00747,P0169,3,148.62,0.1818,0.1098,O051,已签收,0,通过基础清洗
ORD004440,2026-04-27,C01157,P0169,1,49.54,0.0,0.0347,O031,已签收,0,通过基础清洗
ORD005380,2026-05-26,C00487,P0090,2,35.44,0.0909,0.024,O017,已签收,0,通过基础清洗
ORD004504,2026-04-14,C00961,P0199,3,369.03,0.1818,0.2768,O010,已签收,1,通过基础清洗
ORD000308,2026-05-12,C00418,P0007,2,19.36,0.0909,0.0118,O026,已签收,0,通过基础清洗
ORD001279,2026-06-03,C00878,P0167,2,49.28,0.0909,0.0345,O007,已签收,0,通过基础清洗
ORD006974,2026-05-23,C00411,P0156,2,27.9,0.0909,0.0183,O007,已签收,1,通过基础清洗
ORD003746,2026-04-11,C01093,P0189,3,103.44,0.1818,0.0755,O017,已签收,0,通过基础清洗
ORD006235,2026-06-03,C00323,P0040,4,111.2,0.2727,0.0814,O020,已签收,0,通过基础清洗
ORD004908,2026-05-31,C01645,P0194,2,119.04,0.0909,0.0873,O018,已签收,0,通过基础清洗
ORD007256,2026-04-24,C00416,P0181,6,167.94,0.4545,0.1244,O029,已签收,0,通过基础清洗
ORD001792,2026-03-25,C00142,P0161,2,21.18,0.0909,0.0132,O014,已签收,0,通过基础清洗
ORD004163,2026-03-18,C01275,P0017,5,388.45,0.3636,0.2915,O030,已签收,0,通过基础清洗
ORD007402,2026-04-22,C01554,P0003,8,350.64,0.6364,0.2629,O017,已签收,1,通过基础清洗
ORD006120,2026-05-18,C01502,P0169,5,247.7,0.3636,0.1849,O010,已签收,0,通过基础清洗
ORD002054,2026-05-09,C00102,P0017,2,155.38,0.0909,0.1149,O016,已签收,0,通过基础清洗
ORD004484,2026-06-12,C00999,P0032,3,140.64,0.1818,0.1037,O028,已签收,0,通过基础清洗
ORD005221,2026-06-15,C00285,P0078,6,95.58,0.4545,0.0696,O018,已签收,0,通过基础清洗
ORD000072,2026-04-23,C01578,P0196,5,649.3,0.3636,0.4892,O006,已签收,0,通过基础清洗
